order_id,time_of_day,traffic_condition,traffic_delay
8962,Afternoon,Low,5
8963,Morning,Low,5
8964,Morning,High,15
8965,Evening,Medium,20
8966,Evening,Medium,20
8967,Afternoon,Low,5
8968,Afternoon,Low,5
8969,Morning,Medium,10
8970,Evening,Low,10
8971,Morning,Low,5
8972,Morning,Low,5
8973,Morning,Low,5
8974,Morning,High,15
8975,Morning,High,15
8976,Evening,Medium,20
8977,Afternoon,Low,5
8978,Morning,Medium,10
8979,Morning,High,15
8980,Afternoon,Low,5
8981,Afternoon,Medium,10
8982,Evening,High,30
8983,Evening,Medium,20
8984,Afternoon,Medium,10
8985,Morning,High,15
8986,Morning,Medium,10
8987,Evening,High,30
8988,Morning,Medium,10
8989,Afternoon,Low,5
8990,Afternoon,Low,5
8991,Afternoon,Medium,10
8992,Morning,Low,5
8993,Evening,Medium,20
8994,Afternoon,Low,5
8995,Evening,High,30
8996,Morning,Medium,10
8997,Morning,Low,5
8998,Afternoon,Low,5
8999,Morning,Medium,10
9000,Afternoon,Low,5
9001,Afternoon,Low,5
9002,Evening,Medium,20
9003,Afternoon,Medium,10
9004,Evening,High,30
9005,Morning,High,15
9006,Afternoon,Medium,10
9007,Evening,Low,10
9008,Evening,Low,10
9009,Evening,Medium,20
9010,Evening,Medium,20
9011,Morning,Medium,10
9012,Afternoon,Medium,10
9013,Morning,Medium,10
9014,Morning,Low,5
9015,Afternoon,Low,5
9016,Afternoon,Low,5
9017,Morning,Medium,10
9018,Evening,Medium,20
9019,Evening,Medium,20
9020,Afternoon,Medium,10
9021,Evening,High,30
9022,Evening,High,30
9023,Evening,High,30
9024,Afternoon,Low,5
9025,Evening,Medium,20
9026,Evening,Medium,20
9027,Afternoon,Low,5
9028,Afternoon,Medium,10
9029,Morning,Medium,10
9030,Afternoon,Low,5
9031,Afternoon,Medium,10
9032,Afternoon,Medium,10
9033,Afternoon,Low,5
9034,Evening,Medium,20
9035,Afternoon,Medium,10
9036,Afternoon,Low,5
9037,Evening,Medium,20
9038,Afternoon,Low,5
9039,Evening,High,30
9040,Afternoon,Low,5
9041,Afternoon,Medium,10
9042,Evening,Medium,20
9043,Morning,Low,5
9044,Evening,Medium,20
9045,Morning,Low,5
9046,Morning,Low,5
9047,Afternoon,Low,5
9048,Evening,Medium,20
9049,Afternoon,Low,5
9050,Morning,Low,5
9051,Morning,Low,5
9052,Evening,High,30
9053,Evening,Medium,20
9054,Afternoon,Medium,10
9055,Morning,Low,5
9056,Evening,High,30
9057,Morning,Low,5
9058,Morning,Low,5
9059,Afternoon,Medium,10
9060,Afternoon,Medium,10
9061,Evening,High,30
9062,Evening,Medium,20
9063,Morning,Medium,10
9064,Evening,High,30
9065,Morning,High,15
9066,Morning,Low,5
9067,Morning,Low,5
9068,Morning,Medium,10
9069,Afternoon,Low,5
9070,Morning,Medium,10
9071,Morning,Medium,10
9072,Evening,Medium,20
9073,Morning,Low,5
9074,Morning,Low,5
9075,Afternoon,Low,5
9076,Morning,High,15
9077,Morning,Low,5
9078,Evening,Low,10
9079,Afternoon,Low,5
9080,Afternoon,Low,5
9081,Evening,Low,10
9082,Evening,Low,10
9083,Evening,Low,10
9084,Afternoon,Low,5
9085,Afternoon,Low,5
9086,Afternoon,Medium,10
9087,Evening,High,30
9088,Afternoon,Low,5
9089,Morning,Low,5
9090,Evening,Medium,20
9091,Afternoon,Medium,10
9092,Afternoon,Low,5
9093,Afternoon,Low,5
9094,Evening,Medium,20
9095,Morning,Medium,10
9096,Afternoon,Medium,10
9097,Morning,Low,5
9098,Evening,Medium,20
9099,Morning,Low,5
9100,Morning,Low,5
9101,Evening,Low,10
9102,Morning,Medium,10
9103,Evening,Medium,20
9104,Afternoon,Low,5
9105,Afternoon,Low,5
9106,Evening,High,30
9107,Evening,Low,10
9108,Morning,Low,5
9109,Evening,High,30
9110,Afternoon,Low,5
9111,Afternoon,Low,5
9112,Morning,Medium,10
9113,Afternoon,Low,5
9114,Afternoon,Medium,10
9115,Evening,Medium,20
9116,Evening,High,30
9117,Evening,Medium,20
9118,Afternoon,Low,5
9119,Afternoon,Low,5
9120,Evening,High,30
9121,Evening,Low,10
9122,Evening,Medium,20
9123,Afternoon,Low,5
9124,Morning,Low,5
9125,Afternoon,Low,5
9126,Morning,Medium,10
9127,Evening,Medium,20
9128,Evening,High,30
9129,Morning,Medium,10
9130,Morning,Low,5
9131,Evening,Low,10
9132,Evening,Low,10
9133,Afternoon,Medium,10
9134,Evening,Medium,20
9135,Afternoon,Medium,10
9136,Afternoon,Medium,10
9137,Morning,High,15
9138,Afternoon,Medium,10
9139,Afternoon,Low,5
9140,Evening,Medium,20
9141,Morning,Medium,10
9142,Afternoon,Low,5
9143,Evening,High,30
9144,Afternoon,Low,5
9145,Afternoon,Medium,10
9146,Evening,Medium,20
9147,Evening,Medium,20
9148,Evening,Low,10
9149,Afternoon,Low,5
9150,Morning,Low,5
9151,Evening,High,30
9152,Afternoon,Low,5
9153,Morning,Low,5
9154,Evening,Low,10
9155,Afternoon,Low,5
9156,Morning,Low,5
9157,Afternoon,Low,5
9158,Evening,Medium,20
9159,Evening,Low,10
9160,Morning,High,15
9161,Evening,High,30
9162,Afternoon,Low,5
9163,Afternoon,Low,5
9164,Afternoon,Low,5
9165,Evening,High,30
9166,Morning,Low,5
9167,Evening,Medium,20
9168,Evening,Medium,20
9169,Morning,High,15
9170,Morning,Low,5
9171,Evening,Low,10
9172,Evening,Medium,20
9173,Morning,Medium,10
9174,Morning,Medium,10
9175,Afternoon,Low,5
9176,Afternoon,Low,5
9177,Afternoon,Low,5
9178,Morning,Low,5
9179,Afternoon,Medium,10
9180,Morning,Low,5
9181,Afternoon,Low,5
9182,Morning,Low,5
9183,Morning,Low,5
9184,Evening,Medium,20
9185,Afternoon,Low,5
9186,Evening,Low,10
9187,Afternoon,Low,5
9188,Evening,High,30
9189,Afternoon,Low,5
9190,Afternoon,Medium,10
9191,Afternoon,Low,5
9192,Evening,Medium,20
9193,Afternoon,Medium,10
9194,Morning,Medium,10
9195,Morning,Medium,10
9196,Morning,Low,5
9197,Morning,Low,5
9198,Evening,Medium,20
9199,Afternoon,Medium,10
9200,Afternoon,Low,5
9201,Afternoon,Medium,10
9202,Morning,Low,5
9203,Evening,High,30
9204,Evening,Medium,20
9205,Evening,Medium,20
9206,Afternoon,Low,5
9207,Morning,Low,5
9208,Evening,High,30
9209,Evening,Medium,20
9210,Evening,Medium,20
9211,Morning,Low,5
9212,Morning,Low,5
9213,Evening,Medium,20
9214,Evening,Medium,20
9215,Evening,High,30
9216,Afternoon,Low,5
9217,Morning,Low,5
9218,Evening,High,30
9219,Afternoon,Low,5
9220,Afternoon,Medium,10
9221,Afternoon,Medium,10
9222,Afternoon,Low,5
9223,Morning,Low,5
9224,Afternoon,Low,5
9225,Evening,Low,10
9226,Morning,Low,5
9227,Evening,High,30
9228,Afternoon,Medium,10
9229,Morning,High,15
9230,Morning,High,15
9231,Afternoon,Low,5
9232,Afternoon,Low,5
9233,Morning,Low,5
9234,Evening,High,30
9235,Morning,Medium,10
9236,Afternoon,Low,5
9237,Afternoon,Low,5
9238,Evening,Medium,20
9239,Morning,Low,5
9240,Morning,High,15
9241,Morning,Low,5
9242,Afternoon,Low,5
9243,Evening,High,30
9244,Evening,Medium,20
9245,Morning,Low,5
9246,Evening,Low,10
9247,Evening,High,30
9248,Afternoon,Medium,10
9249,Afternoon,Low,5
9250,Afternoon,Low,5
9251,Afternoon,Medium,10
9252,Afternoon,Low,5
9253,Morning,Medium,10
9254,Afternoon,Medium,10
9255,Morning,Low,5
9256,Morning,Low,5
9257,Evening,Medium,20
9258,Morning,Low,5
9259,Afternoon,Low,5
9260,Afternoon,Low,5
9261,Afternoon,Low,5
9262,Evening,Low,10
9263,Evening,Medium,20
9264,Morning,High,15
9265,Afternoon,Low,5
9266,Afternoon,Low,5
9267,Afternoon,Low,5
9268,Afternoon,Low,5
9269,Evening,High,30
9270,Afternoon,Medium,10
9271,Afternoon,Low,5
9272,Afternoon,Low,5
9273,Afternoon,Low,5
9274,Morning,Medium,10
9275,Evening,Medium,20
9276,Afternoon,Low,5
9277,Afternoon,Low,5
9278,Morning,High,15
9279,Afternoon,Low,5
9280,Morning,Medium,10
9281,Evening,Medium,20
9282,Evening,Medium,20
9283,Morning,Low,5
9284,Morning,Low,5
9285,Afternoon,Low,5
9286,Afternoon,Medium,10
9287,Evening,Medium,20
9288,Morning,High,15
9289,Morning,Medium,10
9290,Afternoon,Medium,10
9291,Evening,Low,10
9292,Morning,Low,5
9293,Afternoon,Low,5
9294,Morning,Low,5
9295,Afternoon,Medium,10
9296,Evening,Low,10
9297,Afternoon,Low,5
9298,Evening,Medium,20
9299,Evening,Low,10
9300,Evening,Medium,20
9301,Afternoon,Low,5
9302,Afternoon,Low,5
9303,Morning,Medium,10
9304,Morning,Medium,10
9305,Morning,Low,5
9306,Afternoon,Low,5
9307,Evening,Low,10
9308,Evening,Medium,20
9309,Afternoon,Low,5
9310,Morning,Medium,10
9311,Evening,High,30
9312,Morning,Low,5
9313,Evening,Medium,20
9314,Evening,Medium,20
9315,Evening,High,30
9316,Afternoon,Low,5
9317,Morning,Low,5
9318,Afternoon,Low,5
9319,Morning,High,15
9320,Afternoon,Low,5
9321,Evening,Medium,20
9322,Morning,Low,5
9323,Afternoon,Medium,10
9324,Afternoon,Medium,10
9325,Afternoon,Medium,10
9326,Morning,Medium,10
9327,Morning,High,15
9328,Morning,Low,5
9329,Morning,Medium,10
9330,Afternoon,Medium,10
9331,Afternoon,Low,5
9332,Evening,Medium,20
9333,Morning,Low,5
9334,Afternoon,Medium,10
9335,Afternoon,Medium,10
9336,Morning,Medium,10
9337,Afternoon,Low,5
9338,Afternoon,Low,5
9339,Evening,High,30
9340,Morning,Low,5
9341,Morning,Medium,10
9342,Afternoon,Medium,10
9343,Afternoon,Medium,10
9344,Evening,Low,10
9345,Morning,Medium,10
9346,Evening,Low,10
9347,Evening,High,30
9348,Morning,High,15
9349,Morning,Medium,10
9350,Evening,Low,10
9351,Afternoon,Medium,10
9352,Evening,High,30
9353,Evening,High,30
9354,Afternoon,Low,5
9355,Afternoon,Low,5
9356,Afternoon,Low,5
9357,Morning,Low,5
9358,Morning,Low,5
9359,Afternoon,Low,5
9360,Afternoon,Medium,10
9361,Evening,Low,10
9362,Evening,Medium,20
9363,Afternoon,Low,5
9364,Morning,Low,5
9365,Afternoon,Low,5
9366,Morning,Medium,10
9367,Morning,Low,5
9368,Morning,Low,5
9369,Afternoon,Low,5
9370,Afternoon,Low,5
9371,Evening,High,30
9372,Evening,High,30
9373,Afternoon,Low,5
9374,Afternoon,Low,5
9375,Morning,Medium,10
9376,Morning,High,15
9377,Afternoon,Low,5
9378,Morning,Medium,10
9379,Afternoon,Low,5
9380,Afternoon,Low,5
9381,Afternoon,Low,5
9382,Afternoon,Low,5
9383,Afternoon,Low,5
9384,Evening,Low,10
9385,Afternoon,Low,5
9386,Evening,Medium,20
9387,Afternoon,Medium,10
9388,Evening,High,30
9389,Afternoon,Low,5
9390,Evening,Low,10
9391,Morning,Low,5
9392,Evening,Medium,20
9393,Evening,Medium,20
9394,Evening,High,30
9395,Morning,High,15
9396,Evening,High,30
9397,Afternoon,Medium,10
9398,Evening,Low,10
9399,Evening,High,30
9400,Afternoon,Low,5
9401,Afternoon,Low,5
9402,Morning,Medium,10
9403,Morning,Medium,10
9404,Afternoon,Low,5
9405,Evening,Medium,20
9406,Morning,Low,5
9407,Evening,High,30
9408,Morning,Low,5
9409,Afternoon,Medium,10
9410,Afternoon,Medium,10
9411,Evening,Low,10
9412,Morning,Medium,10
9413,Afternoon,Medium,10
9414,Evening,Medium,20
9415,Evening,High,30
9416,Evening,Low,10
9417,Afternoon,Low,5
9418,Afternoon,Low,5
9419,Evening,High,30
9420,Afternoon,Medium,10
9421,Morning,Low,5
9422,Evening,Medium,20
9423,Morning,Medium,10
9424,Morning,Low,5
9425,Afternoon,Low,5
9426,Afternoon,Low,5
9427,Morning,Low,5
9428,Afternoon,Low,5
9429,Afternoon,Medium,10
9430,Morning,Low,5
9431,Evening,Medium,20
9432,Morning,Low,5
9433,Afternoon,Low,5
9434,Morning,Medium,10
9435,Afternoon,Low,5
9436,Morning,Medium,10
9437,Afternoon,Low,5
9438,Evening,High,30
9439,Morning,Low,5
9440,Afternoon,Low,5
9441,Evening,High,30
9442,Afternoon,Low,5
9443,Afternoon,Medium,10
9444,Evening,High,30
9445,Afternoon,Low,5
9446,Afternoon,Low,5
9447,Afternoon,Low,5
9448,Morning,Low,5
9449,Afternoon,Low,5
9450,Morning,Low,5
9451,Evening,Medium,20
9452,Morning,Low,5
9453,Morning,Low,5
9454,Afternoon,Low,5
9455,Morning,High,15
9456,Afternoon,Low,5
9457,Morning,Low,5
9458,Afternoon,Low,5
9459,Afternoon,Low,5
9460,Afternoon,Low,5
9461,Afternoon,Low,5
9462,Evening,Low,10
9463,Afternoon,Medium,10
9464,Morning,Medium,10
9465,Afternoon,Medium,10
9466,Morning,Low,5
9467,Evening,High,30
9468,Morning,Medium,10
9469,Morning,Medium,10
9470,Evening,High,30
9471,Morning,High,15
9472,Afternoon,Low,5
9473,Afternoon,Low,5
9474,Afternoon,Low,5
9475,Afternoon,Low,5
9476,Evening,Low,10
9477,Evening,Medium,20
9478,Morning,High,15
9479,Evening,High,30
9480,Afternoon,Medium,10
9481,Afternoon,Low,5
9482,Evening,Medium,20
9483,Afternoon,Low,5
9484,Evening,High,30
9485,Evening,Medium,20
9486,Morning,Low,5
9487,Evening,High,30
9488,Evening,Low,10
9489,Morning,High,15
9490,Morning,Medium,10
9491,Evening,Medium,20
9492,Afternoon,Medium,10
9493,Afternoon,Medium,10
9494,Morning,High,15
9495,Afternoon,Low,5
9496,Evening,Medium,20
9497,Morning,Low,5
9498,Afternoon,Medium,10
9499,Evening,Low,10
9500,Evening,High,30
9501,Morning,Low,5
9502,Evening,Low,10
9503,Afternoon,Low,5
9504,Afternoon,Medium,10
9505,Afternoon,Low,5
9506,Afternoon,Medium,10
9507,Afternoon,Low,5
9508,Evening,High,30
9509,Morning,Low,5
9510,Afternoon,Low,5
9511,Morning,Low,5
9512,Evening,High,30
9513,Evening,Medium,20
9514,Afternoon,Low,5
9515,Afternoon,Low,5
9516,Evening,Medium,20
9517,Morning,Low,5
9518,Morning,Medium,10
9519,Morning,Low,5
9520,Afternoon,Low,5
9521,Afternoon,Medium,10
9522,Afternoon,Medium,10
9523,Afternoon,Medium,10
9524,Afternoon,Medium,10
9525,Morning,Low,5
9526,Afternoon,Low,5
9527,Afternoon,Low,5
9528,Afternoon,Medium,10
9529,Afternoon,Medium,10
9530,Morning,Low,5
9531,Evening,High,30
9532,Afternoon,Low,5
9533,Evening,Medium,20
9534,Evening,High,30
9535,Afternoon,Low,5
9536,Afternoon,Low,5
9537,Afternoon,Low,5
9538,Afternoon,Low,5
9539,Evening,High,30
9540,Evening,Medium,20
9541,Morning,High,15
9542,Evening,Low,10
9543,Evening,High,30
9544,Morning,Medium,10
9545,Evening,High,30
9546,Afternoon,Low,5
9547,Afternoon,Medium,10
9548,Evening,Medium,20
9549,Evening,Medium,20
9550,Evening,Medium,20
9551,Morning,Low,5
9552,Afternoon,Low,5
9553,Afternoon,Medium,10
9554,Afternoon,Low,5
9555,Afternoon,Low,5
9556,Evening,Low,10
9557,Afternoon,Medium,10
9558,Morning,Low,5
9559,Evening,Low,10
9560,Morning,High,15
9561,Evening,Medium,20
9562,Evening,High,30
9563,Evening,Low,10
9564,Evening,Low,10
9565,Morning,Low,5
9566,Afternoon,Low,5
9567,Morning,Medium,10
9568,Evening,High,30
9569,Afternoon,Low,5
9570,Evening,Low,10
9571,Afternoon,Low,5
9572,Evening,Medium,20
9573,Evening,High,30
9574,Morning,Medium,10
9575,Afternoon,Low,5
9576,Morning,High,15
9577,Afternoon,Low,5
9578,Afternoon,Low,5
9579,Morning,Low,5
9580,Morning,Low,5
9581,Afternoon,Medium,10
9582,Afternoon,Low,5
9583,Afternoon,Low,5
9584,Evening,High,30
9585,Morning,Medium,10
9586,Evening,High,30
9587,Evening,Low,10
9588,Afternoon,Low,5
9589,Afternoon,Low,5
9590,Evening,Medium,20
9591,Evening,Medium,20
9592,Afternoon,Low,5
9593,Evening,Medium,20
9594,Afternoon,Low,5
9595,Morning,Low,5
9596,Afternoon,Medium,10
9597,Afternoon,Low,5
9598,Evening,High,30
9599,Evening,Low,10
9600,Afternoon,Low,5
9601,Morning,Medium,10
9602,Morning,Medium,10
9603,Evening,Low,10
9604,Evening,High,30
9605,Evening,High,30
9606,Morning,Low,5
9607,Afternoon,Low,5
9608,Afternoon,Low,5
9609,Morning,High,15
9610,Afternoon,Medium,10
9611,Evening,High,30
9612,Morning,Medium,10
9613,Evening,Medium,20
9614,Afternoon,Medium,10
9615,Afternoon,Low,5
9616,Afternoon,Low,5
9617,Morning,Low,5
9618,Afternoon,Low,5
9619,Afternoon,Medium,10
9620,Morning,Low,5
9621,Afternoon,Low,5
9622,Morning,High,15
9623,Morning,High,15
9624,Morning,Low,5
9625,Evening,High,30
9626,Afternoon,Low,5
9627,Morning,Medium,10
9628,Evening,High,30
9629,Afternoon,Low,5
9630,Morning,Low,5
9631,Morning,Low,5
9632,Afternoon,Medium,10
9633,Afternoon,Low,5
9634,Evening,High,30
9635,Morning,Low,5
9636,Afternoon,Low,5
9637,Evening,Medium,20
9638,Afternoon,Low,5
9639,Evening,Low,10
9640,Evening,High,30
9641,Morning,Medium,10
9642,Afternoon,Medium,10
9643,Morning,Low,5
9644,Afternoon,Low,5
9645,Evening,High,30
9646,Afternoon,Low,5
9647,Afternoon,Low,5
9648,Afternoon,Low,5
9649,Afternoon,Medium,10
9650,Afternoon,Low,5
9651,Afternoon,Low,5
9652,Afternoon,Low,5
9653,Afternoon,Low,5
9654,Afternoon,Low,5
9655,Afternoon,Low,5
9656,Evening,High,30
9657,Evening,Low,10
9658,Evening,Medium,20
9659,Afternoon,Low,5
9660,Morning,Low,5
9661,Afternoon,Medium,10
9662,Afternoon,Low,5
9663,Morning,Medium,10
9664,Afternoon,Medium,10
9665,Evening,Medium,20
9666,Afternoon,Medium,10
9667,Afternoon,Low,5
9668,Afternoon,Low,5
9669,Afternoon,Low,5
9670,Evening,High,30
9671,Evening,Medium,20
9672,Evening,High,30
9673,Afternoon,Low,5
9674,Evening,High,30
9675,Evening,Medium,20
9676,Evening,High,30
9677,Morning,Low,5
9678,Evening,Medium,20
9679,Morning,Medium,10
9680,Morning,Low,5
9681,Afternoon,Low,5
9682,Evening,High,30
9683,Evening,Medium,20
9684,Afternoon,Low,5
9685,Afternoon,Low,5
9686,Afternoon,Low,5
9687,Evening,High,30
9688,Evening,Medium,20
9689,Morning,Low,5
9690,Evening,High,30
9691,Afternoon,Low,5
9692,Afternoon,Low,5
9693,Morning,High,15
9694,Evening,Medium,20
9695,Evening,Medium,20
9696,Morning,Medium,10
9697,Afternoon,Low,5
9698,Afternoon,Low,5
9699,Morning,Medium,10
9700,Afternoon,Low,5
9701,Evening,Low,10
9702,Evening,Medium,20
9703,Morning,Medium,10
9704,Evening,High,30
9705,Afternoon,Low,5
9706,Afternoon,Low,5
9707,Morning,Low,5
9708,Morning,High,15
9709,Afternoon,Low,5
9710,Afternoon,Low,5
9711,Afternoon,Medium,10
9712,Afternoon,Low,5
9713,Morning,High,15
9714,Afternoon,Medium,10
9715,Morning,High,15
9716,Afternoon,Low,5
9717,Afternoon,Medium,10
9718,Afternoon,Medium,10
9719,Evening,Low,10
9720,Afternoon,Low,5
9721,Afternoon,Low,5
9722,Afternoon,Low,5
9723,Evening,High,30
9724,Evening,High,30
9725,Afternoon,Low,5
9726,Afternoon,Low,5
9727,Evening,High,30
9728,Evening,Low,10
9729,Morning,Low,5
9730,Evening,Low,10
9731,Morning,Medium,10
9732,Afternoon,Low,5
9733,Morning,Low,5
9734,Evening,Low,10
9735,Afternoon,Low,5
9736,Morning,High,15
9737,Morning,Medium,10
9738,Morning,Medium,10
9739,Evening,Medium,20
9740,Afternoon,Low,5
9741,Afternoon,Low,5
9742,Evening,Medium,20
9743,Morning,Low,5
9744,Afternoon,Medium,10
9745,Morning,Low,5
9746,Morning,Low,5
9747,Evening,Medium,20
9748,Afternoon,Low,5
9749,Afternoon,Medium,10
9750,Afternoon,Low,5
9751,Afternoon,Low,5
9752,Afternoon,Low,5
9753,Afternoon,Low,5
9754,Morning,Low,5
9755,Evening,Medium,20
9756,Evening,High,30
9757,Afternoon,Medium,10
9758,Morning,Low,5
9759,Evening,Medium,20
9760,Evening,High,30
9761,Afternoon,Low,5
9762,Morning,Low,5
9763,Evening,Medium,20
9764,Afternoon,Medium,10
9765,Afternoon,Low,5
9766,Evening,High,30
9767,Afternoon,Low,5
9768,Evening,High,30
9769,Morning,Low,5
9770,Morning,High,15
9771,Afternoon,Low,5
9772,Evening,High,30
9773,Afternoon,Low,5
9774,Afternoon,Low,5
9775,Morning,Low,5
9776,Evening,High,30
9777,Afternoon,Low,5
9778,Evening,Low,10
9779,Evening,High,30
9780,Morning,Low,5
9781,Morning,Low,5
9782,Morning,Low,5
9783,Afternoon,Medium,10
9784,Afternoon,Low,5
9785,Afternoon,Low,5
9786,Afternoon,Medium,10
9787,Afternoon,Medium,10
9788,Afternoon,Low,5
9789,Afternoon,Medium,10
9790,Afternoon,Low,5
9791,Evening,High,30
9792,Evening,High,30
9793,Evening,Medium,20
9794,Evening,Low,10
9795,Evening,Low,10
9796,Morning,Low,5
9797,Morning,Medium,10
9798,Afternoon,Low,5
9799,Afternoon,Low,5
9800,Afternoon,Medium,10
9801,Afternoon,Medium,10
9802,Evening,Low,10
9803,Morning,Low,5
9804,Morning,Medium,10
9805,Evening,Medium,20
9806,Afternoon,Medium,10
9807,Afternoon,Low,5
9808,Afternoon,Medium,10
9809,Afternoon,Medium,10
9810,Evening,Medium,20
9811,Evening,High,30
9812,Morning,Low,5
9813,Morning,Low,5
9814,Morning,Medium,10
9815,Afternoon,Medium,10
9816,Afternoon,Low,5
9817,Afternoon,Low,5
9818,Morning,Low,5
9819,Evening,Low,10
9820,Morning,High,15
9821,Morning,High,15
9822,Evening,Medium,20
9823,Afternoon,Medium,10
9824,Evening,Low,10
9825,Morning,Low,5
9826,Evening,High,30
9827,Afternoon,Low,5
9828,Evening,High,30
9829,Afternoon,Low,5
9830,Morning,Low,5
9831,Afternoon,Low,5
9832,Evening,High,30
9833,Morning,High,15
9834,Evening,Medium,20
9835,Afternoon,Medium,10
9836,Evening,Medium,20
9837,Morning,Low,5
9838,Morning,High,15
9839,Morning,High,15
9840,Evening,High,30
9841,Morning,High,15
9842,Evening,High,30
9843,Evening,Medium,20
9844,Afternoon,Low,5
9845,Afternoon,Low,5
9846,Morning,Low,5
9847,Afternoon,Low,5
9848,Afternoon,Low,5
9849,Morning,Medium,10
9850,Morning,High,15
9851,Morning,Low,5
9852,Afternoon,Medium,10
9853,Morning,Low,5
9854,Evening,Medium,20
9855,Evening,Medium,20
9856,Morning,Medium,10
9857,Morning,Low,5
9858,Morning,Medium,10
9859,Afternoon,Low,5
9860,Afternoon,Low,5
9861,Afternoon,Low,5
9862,Morning,Medium,10
9863,Morning,Low,5
9864,Morning,Low,5
9865,Evening,Medium,20
9866,Afternoon,Medium,10
9867,Evening,High,30
9868,Afternoon,Low,5
9869,Afternoon,Medium,10
9870,Afternoon,Low,5
9871,Afternoon,Low,5
9872,Evening,High,30
9873,Evening,Medium,20
9874,Afternoon,Medium,10
9875,Afternoon,Low,5
9876,Afternoon,Low,5
9877,Morning,Low,5
9878,Evening,High,30
9879,Morning,Low,5
